listing_id,make,model,year,mileage_km,fuel,transmission,engine_l,body_type,color,city,price_eur,first_registration,seller_type,condition,listed_at
car-000551,Volkswagen,Tiguan,2009,263010,diesel,manual,2.6,sedan,brown,Constanta,7956,2009-04-16,private,certified_used,2026-01-14T12:00:00Z
car-000552,BMW,320,2019,8186,petrol,automatic,1.1,hatchback,silver,Iasi,20807,2019-04-21,private,used,2026-01-02T06:00:00Z
car-000553,Mercedes-Benz,A180,2013,117790,hybrid,manual,1.8,coupe,blue,Cluj-Napoca,13405,2013-01-06,private,used,2026-01-02T21:00:00Z
car-000554,BMW,520,2011,180410,diesel,automatic,2.1,suv,gray,Brasov,9122,2011-09-26,private,used,2026-01-08T04:00:00Z
car-000555,BMW,X1,2014,282212,electric,automatic,0.0,wagon,blue,Bucharest,18950,2014-10-19,dealer,certified_used,2026-02-20T04:00:00Z
car-000556,Ford,Fiesta,2009,149839,diesel,automatic,1.5,hatchback,brown,Brasov,13237,2009-02-06,private,certified_used,2026-02-01T16:00:00Z
car-000557,Renault,Megane,2018,199020,lpg,automatic,2.8,wagon,brown,Iasi,16848,2018-07-21,dealer,used,2026-01-15T06:00:00Z
car-000558,Renault,Megane,2020,117606,hybrid,automatic,3.2,coupe,silver,Iasi,20185,2020-09-03,dealer,used,2026-01-19T14:00:00Z
car-000559,Hyundai,Tucson,2015,309164,petrol,automatic,2.3,suv,green,Timisoara,13944,2015-07-14,private,certified_used,2026-01-21T08:00:00Z
car-000560,Skoda,Octavia,2013,234571,diesel,automatic,2.6,suv,white,Iasi,14961,2013-09-17,dealer,certified_used,2026-03-01T07:00:00Z
car-000561,Volkswagen,Golf,2010,191867,petrol,manual,1.8,suv,red,Iasi,12163,2010-11-28,private,used,2026-02-15T19:00:00Z
car-000562,BMW,118,2016,7474,hybrid,automatic,3.1,wagon,green,Constanta,20707,2016-11-01,private,used,2026-02-25T12:00:00Z
car-000563,Mercedes-Benz,E220,2014,251742,diesel,automatic,2.8,wagon,gray,Bucharest,12211,2014-04-14,private,used,2026-01-29T14:00:00Z
car-000564,Hyundai,i20,2019,75849,lpg,manual,1.8,hatchback,brown,Brasov,24034,2019-06-11,dealer,certified_used,2026-01-28T21:00:00Z
car-000565,Skoda,Rapid,2017,173959,lpg,manual,2.4,hatchback,silver,Cluj-Napoca,23204,2017-06-19,private,certified_used,2026-01-14T12:00:00Z
car-000566,Volkswagen,Touran,2020,101743,electric,manual,0.0,wagon,red,Bucharest,24380,2020-02-22,dealer,used,2026-02-22T22:00:00Z
car-000567,Kia,Niro,2008,100880,diesel,manual,3.3,wagon,red,Cluj-Napoca,9209,2008-05-22,dealer,certified_used,2026-01-04T11:00:00Z
car-000568,Hyundai,i20,2013,174322,electric,automatic,0.0,hatchback,silver,Constanta,19033,2013-08-24,dealer,certified_used,2026-02-27T06:00:00Z
car-000569,BMW,X1,2017,229597,electric,manual,0.0,suv,blue,Constanta,21270,2017-11-15,private,used,2026-01-01T04:00:00Z
car-000570,Renault,Clio,2020,132415,lpg,automatic,3.3,wagon,brown,Timisoara,22819,2020-01-24,dealer,certified_used,2026-02-11T14:00:00Z
car-000571,Ford,Mondeo,2020,94816,electric,manual,0.0,coupe,green,Timisoara,26563,2020-11-06,dealer,certified_used,2026-02-14T01:00:00Z
car-000572,Mercedes-Benz,E220,2016,284929,hybrid,manual,2.7,sedan,brown,Timisoara,16592,2016-09-04,private,used,2026-02-18T03:00:00Z
car-000573,Hyundai,Tucson,2021,239420,diesel,automatic,1.5,hatchback,brown,Bucharest,15679,2021-11-23,private,certified_used,2026-01-22T23:00:00Z
car-000574,Skoda,Fabia,2020,22804,petrol,automatic,1.3,sedan,gray,Brasov,24233,2020-08-16,private,used,2026-01-06T17:00:00Z
car-000575,Mercedes-Benz,GLA200,2012,249828,hybrid,manual,1.4,hatchback,white,Cluj-Napoca,10647,2012-02-18,private,used,2026-01-05T21:00:00Z
car-000576,Toyota,Camry,2012,234031,hybrid,manual,1.5,hatchback,blue,Timisoara,13285,2012-01-27,dealer,certified_used,2026-02-14T09:00:00Z
car-000577,Renault,Clio,2008,28514,electric,manual,0.0,suv,blue,Cluj-Napoca,10060,2008-01-14,dealer,used,2026-01-22T06:00:00Z
car-000578,Volkswagen,Passat,2011,91018,diesel,manual,2.0,hatchback,gray,Iasi,14604,2011-11-07,dealer,certified_used,2026-01-28T03:00:00Z
car-000579,Mercedes-Benz,E220,2011,189948,hybrid,manual,1.0,suv,black,Timisoara,9393,2011-08-08,dealer,certified_used,2026-02-11T19:00:00Z
car-000580,Ford,Focus,2010,117588,electric,automatic,0.0,wagon,white,Brasov,16865,2010-10-06,private,used,2026-02-08T10:00:00Z
car-000581,Skoda,Fabia,2018,94923,hybrid,automatic,1.2,hatchback,brown,Timisoara,20486,2018-11-24,dealer,used,2026-01-15T00:00:00Z
car-000582,Kia,Ceed,2017,126939,electric,manual,0.0,hatchback,silver,Iasi,24356,2017-05-07,dealer,certified_used,2026-01-14T20:00:00Z
car-000583,Toyota,Yaris,2022,175328,diesel,automatic,1.8,hatchback,green,Brasov,26557,2022-05-25,dealer,used,2026-02-24T23:00:00Z
car-000584,Ford,Mondeo,2015,110907,lpg,manual,3.3,sedan,blue,Constanta,20749,2015-07-17,private,used,2026-01-29T20:00:00Z
car-000585,Toyota,Corolla,2023,39692,diesel,manual,2.6,sedan,blue,Cluj-Napoca,21551,2023-03-19,dealer,used,2026-02-02T02:00:00Z
car-000586,Skoda,Kodiaq,2017,89066,diesel,manual,2.1,coupe,blue,Iasi,17737,2017-10-15,dealer,certified_used,2026-02-25T15:00:00Z
car-000587,Volkswagen,Polo,2020,201032,diesel,automatic,2.1,coupe,green,Cluj-Napoca,19851,2020-08-01,private,certified_used,2026-02-24T02:00:00Z
car-000588,Audi,Q5,2025,83110,lpg,manual,1.6,wagon,red,Timisoara,24920,2025-07-18,private,used,2026-01-22T04:00:00Z
car-000589,Renault,Megane,2012,102418,petrol,manual,3.2,suv,brown,Timisoara,18483,2012-07-13,private,certified_used,2026-02-01T09:00:00Z
car-000590,Kia,Ceed,2021,23356,petrol,automatic,3.3,sedan,blue,Timisoara,26840,2021-05-25,private,certified_used,2026-02-10T22:00:00Z
car-000591,Ford,Focus,2020,225319,diesel,manual,2.2,suv,black,Brasov,18842,2020-11-05,private,certified_used,2026-02-13T04:00:00Z
car-000592,Audi,A4,2013,9468,petrol,manual,2.6,wagon,green,Brasov,16601,2013-02-17,dealer,certified_used,2026-01-11T13:00:00Z
car-000593,Audi,A6,2024,282551,electric,automatic,0.0,hatchback,white,Brasov,26390,2024-06-27,dealer,certified_used,2026-02-17T06:00:00Z
car-000594,Skoda,Superb,2008,91289,electric,manual,0.0,wagon,green,Brasov,12077,2008-12-14,dealer,used,2026-01-24T05:00:00Z
car-000595,BMW,X1,2023,98412,lpg,manual,2.1,sedan,silver,Cluj-Napoca,21283,2023-12-06,dealer,certified_used,2026-02-27T13:00:00Z
car-000596,Renault,Talisman,2011,90097,petrol,automatic,1.2,hatchback,red,Bucharest,12802,2011-01-19,dealer,certified_used,2026-02-01T21:00:00Z
car-000597,Volkswagen,Golf,2009,142502,petrol,manual,1.2,coupe,black,Timisoara,13139,2009-09-25,private,certified_used,2026-01-31T10:00:00Z
car-000598,Kia,Niro,2018,197398,hybrid,automatic,3.0,suv,green,Timisoara,17042,2018-01-12,private,used,2026-01-01T14:00:00Z
car-000599,Skoda,Fabia,2008,318573,petrol,automatic,3.4,sedan,gray,Timisoara,9892,2008-11-22,private,certified_used,2026-02-12T06:00:00Z
car-000600,Toyota,Camry,2008,191851,petrol,automatic,2.7,sedan,brown,Timisoara,10684,2008-10-26,dealer,certified_used,2026-01-28T15:00:00Z
car-000601,Volkswagen,Tiguan,2017,105276,diesel,manual,1.3,hatchback,red,Brasov,19895,2017-08-06,private,used,2026-01-31T21:00:00Z
car-000602,Hyundai,i30,2015,113960,diesel,manual,1.3,hatchback,silver,Iasi,20994,2015-07-25,private,used,2026-02-16T08:00:00Z
car-000603,Renault,Clio,2012,283254,electric,manual,0.0,suv,blue,Constanta,17176,2012-10-03,private,certified_used,2026-02-28T22:00:00Z
car-000604,Skoda,Rapid,2021,125351,diesel,automatic,1.3,hatchback,white,Bucharest,21787,2021-12-19,dealer,used,2026-02-06T11:00:00Z
car-000605,BMW,X3,2020,305470,petrol,automatic,1.2,coupe,blue,Timisoara,17256,2020-06-25,private,used,2026-02-03T21:00:00Z
car-000606,Kia,Stonic,2015,58881,electric,manual,0.0,wagon,gray,Cluj-Napoca,25356,2015-05-27,dealer,certified_used,2026-02-13T14:00:00Z
car-000607,BMW,118,2017,79478,petrol,automatic,1.8,hatchback,red,Brasov,20101,2017-08-21,dealer,certified_used,2026-01-19T22:00:00Z
car-000608,Skoda,Octavia,2018,83059,diesel,manual,2.8,hatchback,silver,Timisoara,22258,2018-07-10,dealer,used,2026-02-05T12:00:00Z
car-000609,Ford,Kuga,2023,185613,electric,automatic,0.0,suv,red,Brasov,28360,2023-04-23,private,used,2026-01-09T10:00:00Z
car-000610,Kia,Ceed,2017,242878,diesel,manual,2.1,wagon,red,Cluj-Napoca,13694,2017-04-26,dealer,used,2026-01-24T23:00:00Z
car-000611,Kia,Ceed,2012,200423,electric,manual,0.0,hatchback,gray,Timisoara,12370,2012-01-04,private,certified_used,2026-01-10T20:00:00Z
car-000612,Skoda,Fabia,2009,65286,diesel,automatic,2.2,coupe,silver,Brasov,14304,2009-07-25,dealer,certified_used,2026-02-25T20:00:00Z
car-000613,Skoda,Superb,2022,195583,petrol,manual,1.3,hatchback,brown,Brasov,20302,2022-09-08,dealer,certified_used,2026-01-18T22:00:00Z
car-000614,Volkswagen,Touran,2013,204305,electric,automatic,0.0,sedan,white,Iasi,12320,2013-12-28,dealer,certified_used,2026-02-22T22:00:00Z
car-000615,Toyota,RAV4,2025,284236,lpg,automatic,1.2,coupe,white,Cluj-Napoca,24408,2025-11-04,dealer,used,2026-01-01T17:00:00Z
car-000616,Renault,Captur,2011,23522,diesel,manual,2.6,hatchback,red,Bucharest,10693,2011-02-17,private,certified_used,2026-02-04T05:00:00Z
car-000617,Skoda,Octavia,2015,160600,petrol,automatic,2.6,wagon,silver,Constanta,17617,2015-12-11,private,used,2026-02-14T03:00:00Z
car-000618,Toyota,Yaris,2009,101604,diesel,automatic,3.1,sedan,silver,Constanta,12722,2009-04-19,private,certified_used,2026-01-09T23:00:00Z
car-000619,Kia,Niro,2010,291279,hybrid,automatic,2.0,sedan,green,Timisoara,7825,2010-05-22,private,used,2026-02-04T06:00:00Z
car-000620,Volkswagen,Polo,2014,198109,lpg,manual,2.0,sedan,gray,Timisoara,12643,2014-01-20,dealer,used,2026-01-18T03:00:00Z
car-000621,Hyundai,i20,2025,216270,petrol,automatic,2.6,suv,gray,Iasi,19038,2025-04-09,dealer,used,2026-01-25T07:00:00Z
car-000622,Skoda,Octavia,2011,95133,lpg,automatic,2.5,wagon,white,Constanta,12858,2011-12-19,private,certified_used,2026-02-08T03:00:00Z
car-000623,Toyota,Yaris,2018,207243,diesel,automatic,3.0,coupe,green,Timisoara,16921,2018-03-09,dealer,used,2026-02-12T04:00:00Z
car-000624,BMW,520,2016,30716,hybrid,manual,2.7,wagon,brown,Cluj-Napoca,18095,2016-06-26,private,certified_used,2026-01-18T13:00:00Z
car-000625,Hyundai,i30,2017,48582,hybrid,automatic,2.9,hatchback,white,Bucharest,21379,2017-04-03,dealer,used,2026-01-06T23:00:00Z
car-000626,Audi,Q5,2023,8607,electric,manual,0.0,coupe,white,Timisoara,26141,2023-10-07,dealer,certified_used,2026-02-14T17:00:00Z
car-000627,Ford,Fiesta,2024,25206,lpg,automatic,3.4,coupe,blue,Cluj-Napoca,22315,2024-06-27,dealer,certified_used,2026-01-04T13:00:00Z
car-000628,Renault,Kadjar,2013,198708,petrol,automatic,3.3,sedan,white,Iasi,11400,2013-08-10,private,used,2026-01-01T23:00:00Z
car-000629,Kia,Niro,2014,162813,lpg,manual,3.3,coupe,brown,Bucharest,15614,2014-01-20,private,certified_used,2026-01-20T11:00:00Z
car-000630,Volkswagen,Golf,2019,100600,electric,automatic,0.0,wagon,brown,Cluj-Napoca,22367,2019-09-17,dealer,certified_used,2026-01-08T15:00:00Z
car-000631,Toyota,Yaris,2016,121539,electric,automatic,0.0,suv,green,Cluj-Napoca,23617,2016-05-04,private,certified_used,2026-01-11T04:00:00Z
car-000632,Ford,Kuga,2008,191343,diesel,manual,1.5,hatchback,silver,Timisoara,8599,2008-12-11,dealer,used,2026-02-12T06:00:00Z
car-000633,Renault,Captur,2011,223775,electric,automatic,0.0,sedan,gray,Timisoara,14110,2011-12-24,private,used,2026-01-08T03:00:00Z
car-000634,Toyota,Yaris,2012,183418,lpg,manual,2.9,sedan,black,Brasov,14158,2012-06-14,dealer,certified_used,2026-01-31T09:00:00Z
car-000635,Audi,Q3,2010,227894,diesel,manual,2.8,sedan,blue,Iasi,12304,2010-02-28,private,used,2026-02-12T13:00:00Z
car-000636,Mercedes-Benz,GLA200,2011,266367,lpg,manual,1.5,coupe,silver,Cluj-Napoca,8788,2011-03-13,dealer,certified_used,2026-01-13T04:00:00Z
car-000637,Skoda,Octavia,2014,50676,petrol,automatic,2.0,suv,blue,Cluj-Napoca,15453,2014-07-16,dealer,certified_used,2026-02-11T01:00:00Z
car-000638,Audi,A3,2016,193618,hybrid,automatic,2.8,sedan,gray,Bucharest,12790,2016-01-01,dealer,certified_used,2026-01-14T09:00:00Z
car-000639,Renault,Captur,2011,228919,diesel,automatic,3.4,suv,gray,Iasi,8730,2011-02-22,dealer,used,2026-01-22T11:00:00Z
car-000640,Ford,Puma,2024,197821,diesel,automatic,1.5,wagon,white,Bucharest,18214,2024-11-24,dealer,used,2026-02-07T20:00:00Z
car-000641,Mercedes-Benz,E220,2022,54714,petrol,automatic,1.8,wagon,blue,Constanta,25804,2022-03-02,dealer,used,2026-01-27T17:00:00Z
car-000642,Audi,Q5,2019,194895,electric,manual,0.0,hatchback,brown,Timisoara,21490,2019-09-26,dealer,used,2026-02-08T08:00:00Z
car-000643,BMW,X3,2009,299838,petrol,manual,2.9,wagon,brown,Brasov,10048,2009-09-03,dealer,certified_used,2026-02-18T16:00:00Z
car-000644,Skoda,Rapid,2020,213160,lpg,automatic,1.5,hatchback,silver,Constanta,15907,2020-10-23,dealer,certified_used,2026-02-02T22:00:00Z
car-000645,Hyundai,Tucson,2017,118519,hybrid,automatic,2.4,sedan,blue,Bucharest,19770,2017-04-10,dealer,used,2026-02-26T08:00:00Z
car-000646,BMW,X3,2009,133551,diesel,manual,1.0,suv,gray,Iasi,8881,2009-12-18,private,used,2026-01-27T19:00:00Z
car-000647,Audi,A6,2009,8456,hybrid,manual,2.8,suv,silver,Iasi,16159,2009-01-18,dealer,certified_used,2026-02-11T08:00:00Z
car-000648,Kia,Stonic,2014,234832,diesel,automatic,1.7,coupe,green,Cluj-Napoca,13083,2014-04-24,private,certified_used,2026-01-10T15:00:00Z
car-000649,Volkswagen,Tiguan,2013,243852,diesel,manual,1.5,wagon,silver,Brasov,11288,2013-01-10,dealer,used,2026-02-22T12:00:00Z
car-000650,Kia,Sportage,2010,78247,petrol,automatic,1.6,wagon,white,Brasov,13415,2010-03-24,dealer,used,2026-01-25T12:00:00Z
car-000651,Toyota,Corolla,2008,25932,diesel,manual,2.9,suv,silver,Brasov,12212,2008-01-26,dealer,used,2026-02-04T23:00:00Z
car-000652,Ford,Focus,2014,75996,electric,automatic,0.0,suv,gray,Timisoara,17456,2014-04-02,private,used,2026-01-02T01:00:00Z
car-000653,Volkswagen,Touran,2017,56774,lpg,automatic,1.4,sedan,black,Cluj-Napoca,18899,2017-07-05,private,certified_used,2026-01-15T21:00:00Z
car-000654,Skoda,Octavia,2023,91897,petrol,manual,1.3,suv,gray,Bucharest,25843,2023-06-04,private,used,2026-02-27T01:00:00Z
car-000655,Kia,Sportage,2013,227724,lpg,automatic,2.5,wagon,silver,Brasov,13943,2013-05-20,private,certified_used,2026-02-26T03:00:00Z
car-000656,Audi,Q3,2019,142146,petrol,manual,3.2,sedan,silver,Iasi,18410,2019-07-15,private,used,2026-01-08T18:00:00Z
car-000657,Skoda,Superb,2012,50420,hybrid,manual,1.5,wagon,gray,Iasi,14948,2012-07-16,private,certified_used,2026-01-09T20:00:00Z
car-000658,Mercedes-Benz,GLA200,2021,291011,electric,automatic,0.0,sedan,green,Bucharest,23758,2021-12-14,dealer,used,2026-01-16T11:00:00Z
car-000659,Toyota,Yaris,2008,193001,lpg,automatic,3.4,hatchback,black,Iasi,8204,2008-03-10,private,used,2026-02-23T17:00:00Z
car-000660,Skoda,Fabia,2014,120748,petrol,manual,1.3,sedan,green,Brasov,12915,2014-12-14,private,used,2026-02-14T03:00:00Z
car-000661,Kia,Ceed,2023,314388,diesel,manual,1.4,sedan,white,Cluj-Napoca,17144,2023-01-19,private,used,2026-02-18T05:00:00Z
car-000662,Renault,Megane,2024,160028,electric,automatic,0.0,wagon,black,Iasi,28263,2024-03-02,dealer,used,2026-02-02T05:00:00Z
car-000663,Toyota,RAV4,2021,241182,lpg,automatic,3.3,coupe,red,Brasov,16689,2021-07-06,private,used,2026-02-03T12:00:00Z
car-000664,BMW,X1,2020,32358,diesel,automatic,1.5,coupe,white,Brasov,21937,2020-08-11,private,certified_used,2026-01-11T01:00:00Z
car-000665,Ford,Kuga,2014,144515,petrol,manual,1.2,coupe,gray,Bucharest,14662,2014-05-06,dealer,used,2026-01-14T19:00:00Z
car-000666,Toyota,Camry,2014,292245,diesel,manual,1.6,hatchback,black,Constanta,15338,2014-08-02,dealer,certified_used,2026-01-06T09:00:00Z
car-000667,Toyota,Camry,2017,211738,lpg,manual,1.8,wagon,gray,Cluj-Napoca,16924,2017-11-04,private,certified_used,2026-02-27T23:00:00Z
car-000668,Hyundai,i20,2024,81741,petrol,automatic,2.2,hatchback,red,Cluj-Napoca,22941,2024-11-15,dealer,used,2026-02-15T07:00:00Z
car-000669,Mercedes-Benz,E220,2013,265993,lpg,automatic,2.1,sedan,gray,Iasi,11800,2013-10-28,private,used,2026-02-27T22:00:00Z
car-000670,Skoda,Fabia,2014,42320,diesel,automatic,1.2,hatchback,silver,Iasi,17182,2014-02-16,dealer,certified_used,2026-01-21T05:00:00Z
car-000671,Audi,A4,2010,149862,lpg,automatic,1.9,hatchback,silver,Brasov,15423,2010-08-09,private,certified_used,2026-02-18T14:00:00Z
car-000672,BMW,320,2023,23757,hybrid,automatic,2.0,coupe,silver,Timisoara,23804,2023-09-28,private,certified_used,2026-01-06T21:00:00Z
car-000673,Skoda,Rapid,2022,140797,petrol,manual,2.9,sedan,black,Cluj-Napoca,26888,2022-02-10,private,used,2026-02-06T12:00:00Z
car-000674,Volkswagen,Passat,2020,245367,petrol,automatic,2.2,coupe,brown,Bucharest,15042,2020-03-24,dealer,certified_used,2026-02-19T13:00:00Z
car-000675,Mercedes-Benz,GLA200,2018,36801,hybrid,automatic,3.5,wagon,blue,Brasov,22372,2018-08-04,private,certified_used,2026-01-03T17:00:00Z
car-000676,BMW,520,2012,114919,hybrid,manual,3.5,wagon,black,Iasi,17368,2012-07-16,dealer,used,2026-01-14T00:00:00Z
car-000677,Skoda,Superb,2016,95330,petrol,manual,1.2,wagon,white,Iasi,21657,2016-12-15,private,used,2026-02-12T08:00:00Z
car-000678,BMW,320,2010,227675,hybrid,automatic,1.4,suv,green,Timisoara,10396,2010-09-23,dealer,certified_used,2026-01-23T22:00:00Z
car-000679,Kia,Niro,2008,297077,lpg,manual,1.2,coupe,silver,Iasi,10192,2008-12-24,private,used,2026-01-10T14:00:00Z
car-000680,BMW,520,2018,62562,electric,automatic,0.0,hatchback,brown,Cluj-Napoca,26870,2018-08-21,dealer,used,2026-01-14T23:00:00Z
car-000681,Mercedes-Benz,GLA200,2025,90084,lpg,automatic,1.5,sedan,blue,Brasov,27325,2025-01-12,private,used,2026-01-20T09:00:00Z
car-000682,Hyundai,i20,2023,242074,electric,automatic,0.0,coupe,green,Constanta,28778,2023-06-04,dealer,certified_used,2026-01-28T11:00:00Z
car-000683,BMW,118,2013,287564,electric,automatic,0.0,wagon,red,Brasov,16881,2013-02-03,dealer,used,2026-02-11T00:00:00Z
car-000684,Kia,Niro,2011,263259,lpg,manual,2.6,coupe,black,Brasov,9899,2011-07-07,dealer,certified_used,2026-02-05T12:00:00Z
car-000685,Volkswagen,Passat,2023,68242,hybrid,automatic,2.0,wagon,black,Iasi,27207,2023-04-17,private,certified_used,2026-02-26T21:00:00Z
car-000686,Audi,A6,2021,129644,petrol,automatic,1.1,hatchback,silver,Iasi,25887,2021-09-27,private,certified_used,2026-01-11T18:00:00Z
car-000687,Skoda,Fabia,2025,208186,diesel,automatic,3.1,coupe,green,Cluj-Napoca,24236,2025-11-13,dealer,certified_used,2026-02-27T10:00:00Z
car-000688,Hyundai,i30,2021,124094,petrol,manual,2.3,coupe,green,Brasov,26509,2021-05-27,dealer,certified_used,2026-01-14T02:00:00Z
car-000689,Volkswagen,Golf,2021,9049,lpg,manual,1.1,coupe,white,Constanta,22132,2021-01-24,dealer,certified_used,2026-02-10T20:00:00Z
car-000690,Ford,Fiesta,2015,119263,hybrid,manual,2.3,sedan,green,Iasi,19000,2015-01-09,dealer,used,2026-02-10T00:00:00Z
car-000691,Kia,Ceed,2011,243715,lpg,manual,1.3,suv,red,Cluj-Napoca,8608,2011-02-16,private,used,2026-01-26T03:00:00Z
car-000692,Renault,Clio,2021,41574,electric,manual,0.0,wagon,green,Iasi,30237,2021-08-26,dealer,used,2026-01-20T00:00:00Z
car-000693,BMW,118,2009,64450,hybrid,automatic,2.2,coupe,black,Cluj-Napoca,12474,2009-12-09,dealer,used,2026-02-08T00:00:00Z
car-000694,Hyundai,i20,2024,271301,diesel,manual,3.2,hatchback,blue,Bucharest,19506,2024-03-08,dealer,used,2026-01-18T08:00:00Z
car-000695,Renault,Megane,2010,185742,lpg,automatic,2.2,wagon,green,Constanta,13481,2010-07-07,private,used,2026-01-13T21:00:00Z
car-000696,Audi,Q3,2011,308999,lpg,automatic,1.4,sedan,brown,Timisoara,13785,2011-08-14,private,certified_used,2026-02-09T03:00:00Z
car-000697,Kia,Niro,2021,107711,lpg,automatic,1.9,hatchback,brown,Cluj-Napoca,26286,2021-01-17,private,certified_used,2026-01-19T19:00:00Z
car-000698,Hyundai,Tucson,2020,18697,petrol,manual,3.0,wagon,silver,Iasi,20109,2020-02-07,private,certified_used,2026-01-10T10:00:00Z
car-000699,Volkswagen,Golf,2018,8715,hybrid,manual,2.2,suv,blue,Constanta,16842,2018-07-10,dealer,used,2026-01-07T17:00:00Z
car-000700,Audi,Q5,2010,303914,electric,automatic,0.0,suv,blue,Cluj-Napoca,9505,2010-08-16,dealer,certified_used,2026-01-27T03:00:00Z
car-000701,Volkswagen,Tiguan,2013,318322,hybrid,automatic,1.6,hatchback,red,Bucharest,13657,2013-10-01,private,certified_used,2026-01-09T12:00:00Z
car-000702,Toyota,Auris,2024,23510,hybrid,manual,1.2,hatchback,green,Brasov,24165,2024-05-11,private,certified_used,2026-01-06T17:00:00Z
car-000703,Ford,Kuga,2009,209216,hybrid,automatic,2.2,hatchback,gray,Constanta,7232,2009-01-08,dealer,used,2026-01-09T03:00:00Z
car-000704,Ford,Kuga,2015,92229,petrol,manual,2.8,suv,black,Brasov,20710,2015-01-09,dealer,used,2026-01-04T09:00:00Z
car-000705,Volkswagen,Polo,2018,201996,hybrid,manual,3.3,coupe,brown,Bucharest,13867,2018-06-28,dealer,certified_used,2026-02-10T14:00:00Z
car-000706,Volkswagen,Touran,2024,129103,lpg,automatic,2.7,suv,gray,Brasov,25654,2024-04-03,private,certified_used,2026-02-15T02:00:00Z
car-000707,Ford,Puma,2015,110946,petrol,manual,3.4,hatchback,blue,Bucharest,19092,2015-04-15,private,used,2026-02-01T03:00:00Z
car-000708,Ford,Fiesta,2024,272445,hybrid,automatic,2.8,sedan,white,Cluj-Napoca,18793,2024-06-13,private,used,2026-02-19T12:00:00Z
car-000709,Mercedes-Benz,C180,2016,224823,diesel,automatic,3.4,coupe,white,Cluj-Napoca,14620,2016-02-24,dealer,used,2026-01-02T14:00:00Z
car-000710,BMW,X3,2008,252687,lpg,automatic,1.9,hatchback,white,Iasi,8667,2008-04-05,private,certified_used,2026-02-02T10:00:00Z
car-000711,Toyota,RAV4,2016,196871,petrol,manual,2.6,wagon,blue,Iasi,12840,2016-07-06,private,certified_used,2026-02-03T13:00:00Z
car-000712,Volkswagen,Golf,2015,61239,diesel,manual,1.1,hatchback,red,Cluj-Napoca,14139,2015-09-04,private,used,2026-02-26T19:00:00Z
car-000713,Skoda,Kodiaq,2020,56112,diesel,automatic,2.2,sedan,blue,Iasi,23317,2020-05-23,private,used,2026-01-07T05:00:00Z
car-000714,Hyundai,Elantra,2023,163077,diesel,manual,1.8,hatchback,silver,Cluj-Napoca,23521,2023-08-05,dealer,certified_used,2026-01-28T10:00:00Z
car-000715,Toyota,Yaris,2016,43358,diesel,manual,2.5,wagon,black,Timisoara,21653,2016-04-16,dealer,used,2026-02-22T00:00:00Z
car-000716,Kia,Rio,2015,278392,lpg,manual,2.9,hatchback,white,Iasi,16148,2015-12-11,private,certified_used,2026-02-17T11:00:00Z
car-000717,Hyundai,Tucson,2023,135926,hybrid,automatic,1.0,suv,red,Brasov,23533,2023-09-25,private,used,2026-01-18T21:00:00Z
car-000718,Hyundai,i20,2012,218125,diesel,manual,1.9,hatchback,blue,Constanta,13576,2012-12-14,private,used,2026-02-17T02:00:00Z
car-000719,Mercedes-Benz,GLA200,2011,146615,lpg,automatic,3.5,coupe,silver,Iasi,17457,2011-11-12,private,certified_used,2026-02-07T13:00:00Z
car-000720,Audi,A6,2014,24548,lpg,automatic,3.1,hatchback,green,Timisoara,17342,2014-06-10,dealer,used,2026-02-01T21:00:00Z
car-000721,BMW,520,2012,277300,hybrid,manual,1.8,suv,white,Iasi,8821,2012-08-02,dealer,certified_used,2026-02-22T18:00:00Z
car-000722,Volkswagen,Golf,2023,163338,petrol,automatic,1.9,hatchback,black,Iasi,21928,2023-06-10,dealer,used,2026-02-15T08:00:00Z
car-000723,BMW,X1,2021,309826,petrol,automatic,1.5,wagon,gray,Cluj-Napoca,20519,2021-11-21,private,certified_used,2026-01-26T03:00:00Z
car-000724,Audi,A6,2017,93860,lpg,automatic,2.7,suv,silver,Brasov,21688,2017-04-09,dealer,certified_used,2026-02-05T06:00:00Z
car-000725,Audi,A6,2010,158888,lpg,automatic,2.4,wagon,green,Bucharest,10235,2010-09-15,private,certified_used,2026-01-30T11:00:00Z
car-000726,Skoda,Kodiaq,2021,218093,electric,manual,0.0,hatchback,green,Bucharest,25190,2021-03-20,private,used,2026-02-07T16:00:00Z
car-000727,Ford,Fiesta,2025,299523,hybrid,manual,2.9,wagon,silver,Timisoara,22471,2025-01-15,private,used,2026-01-06T01:00:00Z
car-000728,Audi,A3,2018,314605,petrol,automatic,2.4,suv,black,Bucharest,17892,2018-10-22,dealer,used,2026-02-03T04:00:00Z
car-000729,Hyundai,Kona,2012,120201,diesel,automatic,2.6,hatchback,brown,Constanta,16534,2012-04-04,dealer,used,2026-01-10T19:00:00Z
car-000730,Volkswagen,Touran,2011,132607,diesel,manual,2.2,coupe,brown,Timisoara,10455,2011-02-10,private,certified_used,2026-01-12T07:00:00Z
car-000731,Hyundai,Tucson,2022,67590,electric,manual,0.0,sedan,silver,Brasov,31606,2022-04-06,dealer,certified_used,2026-01-31T09:00:00Z
car-000732,Audi,A3,2023,195591,hybrid,automatic,2.0,hatchback,brown,Timisoara,21971,2023-07-05,dealer,certified_used,2026-01-30T03:00:00Z
